id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
300906,บ้านวัง,Ban Wang,ban-wang,300906,11,30220,15.152,101.914
300907,บัลลังก์,Banlang,banlang,300907,19,30220,15.223,101.928
300902,ด่านจาก,Dan Chak,dan-chak,300902,13,30220,15.162,102.095
300903,กำปัง,Kampang,kampang,300903,16,30220,15.118,102.060
300905,ค้างพลู,Khang Phlu,khang-phlu,300905,10,30220,15.149,101.973
300914,มะค่า,Makha,makha,300914,10,30220,15.265,102.098
300901,โนนไทย,Non Thai,non-thai,300901,17,30220,15.213,102.061
300908,สายออ,Sai O,sai-o,300908,11,30220,15.226,102.002
300904,สำโรง,Samrong,samrong,300904,17,30220,15.128,102.018
300909,ถนนโพธิ์,Thanon Pho,thanon-pho,300909,9,30220,15.274,102.138
