id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
440704,เขวาไร่,Khwao Rai,khwao-rai,440704,19,44170,15.841,103.065
440701,นาเชือก,Na Chueak,na-chueak,440701,18,44170,15.773,103.047
440703,หนองแดง,Nong Daeng,nong-daeng,440703,10,44170,15.889,102.948
440709,หนองกุง,Nong Kung,nong-kung,440709,11,44170,15.722,103.038
440707,หนองเม็ก,Nong Mek,nong-mek,440707,20,44170,15.786,102.998
440705,หนองโพธิ์,Nong Pho,nong-pho,440705,11,44170,15.755,103.130
440708,หนองเรือ,Nong Ruea,nong-ruea,440708,13,44170,15.828,103.123
440706,ปอพาน,Po Phan,po-phan,440706,16,44170,15.816,102.954
440702,สำโรง,Samrong,samrong,440702,15,44170,15.870,103.007
440710,สันป่าตอง,San Pa Ton,san-pa-ton,440710,12,44170,15.735,103.076
