id,name.th,name.en,name.slug,code.dopa,geo.lat,geo.lon
34071301,บ้านท่าโพธิ์ศรี,Ban Tha Pho Si,34071301,34071301,14.843478109315912,105.05019396543503
34071302,บ้านท่าโพธิ์ศรี,Ban Tha Pho Si,34071302,34071302,14.843798307743523,105.04991635680199
34071303,บ้านโพธิ์สง่า,Ban Pho Sa-nga,34071303,34071303,14.849876802499885,105.05045145750046
34071304,บ้านโนนหลี่,Ban Non Li,34071304,34071304,14.811292508739317,105.04474371671677
34071305,บ้านโนนธาตุ,Ban Non That,34071305,34071305,14.833881010865367,105.04746615886688
34071306,บ้านวารีอุดม,Ban Wari Udom,34071306,34071306,14.85167996565386,105.06261795759201
34071307,บ้านท่าโพธิ์ศรี,Ban Tha Pho Si,34071307,34071307,14.842652332235051,105.04930481314659
34071308,บ้านโนนสว่าง,Ban Non Sawang,34071308,34071308,14.815532165025179,105.03456741571426
34071309,บ้านนาดง,Ban Na Dong,34071309,34071309,14.805238861842213,105.07027566432953
34071310,บ้านท่าโพธิ์ศรี,Ban Tha Pho Si,34071310,34071310,14.844546299793286,105.0513955950737
34071311,บ้านทองหลาง,Ban Thonglang,34071311,34071311,14.862676212872515,105.01575976610184
