id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
9014,บางกล่ำ,Bang Klam,bang-klam-9014,9014,4,7.075,100.45
9003,จะนะ,Chana,chana-9003,9003,14,6.794,100.7
9011,หาดใหญ่,Hat Yai,hat-yai-9011,9011,13,7.045,100.446
9016,คลองหอยโข่ง,Khlong Hoi Khong,khlong-hoi-khong-9016,9016,4,6.886,100.442
9013,ควนเนียง,Khuan Niang,khuan-niang-9013,9013,4,7.267,100.366
9008,กระแสสินธุ์,Krasae Sin,krasae-sin-9008,9008,4,7.561,100.356
9001,เมืองสงขลา,Mueang Songkhla,mueang-songkhla-9001,9001,6,7.163,100.542
9012,นาหม่อม,Na Mom,na-mom-9012,9012,4,6.965,100.529
9004,นาทวี,Na Thawi,na-thawi-9004,9004,10,6.781,100.67
9007,ระโนด,Ranot,ranot-9007,9007,12,7.789,100.269
9009,รัตภูมิ,Rattaphum,rattaphum-9009,9009,5,7.183,100.313
9006,สะบ้าย้อย,Saba Yoi,saba-yoi-9006,9006,9,6.624,101.057
9010,สะเดา,Sadao,sadao-9010,9010,9,6.636,100.416
9002,สทิงพระ,Sathing Phra,sathing-phra-9002,9002,11,7.58,100.406
9015,สิงหนคร,Singhanakhon,singhanakhon-9015,9015,11,7.214,100.567
9005,เทพา,Thepha,thepha-9005,9005,7,6.82,100.94
