id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
601109,บ้านไร่,Ban Rai,ban-rai,601109,29,60150,15.873,99.791
601102,ห้วยน้ำหอม,Huai Nam Hom,huai-nam-hom,601102,10,60150,15.729,99.696
601101,ลาดยาว,Lat Yao,lat-yao,601101,15,60150,15.756,99.759
601106,มาบแก,Map Kae,map-kae,601106,7,60150,15.677,99.781
601110,เนินขี้เหล็ก,Noen Khilek,noen-khilek,601110,12,60150,15.839,99.858
601108,หนองนมวัว,Nong Nom Wua,nong-nom-wua,601108,9,60150,15.777,99.866
601107,หนองยาว,Nong Yao,nong-yao,601107,9,60150,15.737,99.887
601117,สระแก้ว,Sa Kaeo,sa-kaeo,601117,10,60150,15.784,99.803
601116,ศาลเจ้าไก่ต่อ,San Chao Kai To,san-chao-kai-to,601116,12,60150,15.788,99.669
601105,สร้อยละคร,Soi Lakhon,soi-lakhon,601105,10,60150,15.726,99.824
601103,วังม้า,Wang Ma,wang-ma,601103,16,60150,15.686,99.871
601104,วังเมือง,Wang Mueang,wang-mueang,601104,10,60150,15.640,99.846
