id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
840210,ช้างขวา,Chang Khwa,chang-khwa,840210,14,84160,9.103,99.442
840206,ช้างซ้าย,Chang Sai,chang-sai,840206,12,84160,9.020,99.478
840203,กะแดะ,Kadae,kadae,840203,9,84160,9.181,99.465
840213,คลองสระ,Khlong Sa,khlong-sa,840213,10,84160,8.976,99.626
840205,กรูด,Krut,krut,840205,10,84160,9.103,99.549
840208,ป่าร่อน,Pa Ron,pa-ron,840208,9,84160,8.970,99.521
840207,พลายวาส,Phlai Wat,phlai-wat,840207,9,84160,9.184,99.518
840209,ตะเคียนทอง,Takhian Thong,takhian-thong,840209,7,84160,9.176,99.430
840202,ท่าทอง,Tha Thong,tha-thong,840202,9,84160,9.255,99.539
840201,ท่าทองใหม่,Tha Thong Mai,tha-thong-mai,840201,5,84290,9.174,99.396
840211,ท่าอุแท,Tha Uthae,tha-uthae,840211,13,84160,9.113,99.639
840204,ทุ่งกง,Thung Kong,thung-kong,840204,5,84290,9.122,99.405
840212,ทุ่งรัง,Thung Rung,thung-rung,840212,5,84290,9.042,99.403
