id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
9603,บาเจาะ,Bacho,bacho-9603,9603,6,6.545,101.625
9612,จะแนะ,Chanae,chanae-9612,9612,4,6.132,101.728
9613,เจาะไอร้อง,Cho-airong,cho-airong-9613,9613,3,6.256,101.817
9601,เมืองนราธิวาส,Mueang Narathiwat,mueang-narathiwat-9601,9601,7,6.424,101.82
9605,ระแงะ,Ra-ngae,ra-ngae-9605,9605,7,6.277,101.691
9606,รือเสาะ,Rueso,rueso-9606,9606,9,6.423,101.587
9607,ศรีสาคร,Si Sakhon,si-sakhon-9607,9607,6,6.282,101.515
9610,สุไหงโก-ลก,Su-ngai Kolok,su-ngai-kolok-9610,9610,4,6.008,101.949
9611,สุไหงปาดี,Su-ngai Padi,su-ngai-padi-9611,9611,6,6.02,101.889
9609,สุคิริน,Sukhirin,sukhirin-9609,9609,5,5.984,101.775
9602,ตากใบ,Tak Bai,tak-bai-9602,9602,8,6.22,102.059
9608,แว้ง,Waeng,waeng-9608,9608,6,5.973,101.842
9604,ยี่งอ,Yi-ngo,yi-ngo-9604,9604,6,6.422,101.663
