id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
1606,บ้านหมี่,Ban Mi,ban-mi-1606,1606,20,15.016,100.578
1604,ชัยบาดาล,Chai Badan,chai-badan-1604,1604,17,15.059,101.077
1609,โคกเจริญ,Khok Charoen,khok-charoen-1609,1609,5,15.469,100.811
1603,โคกสำโรง,Khok Samrong,khok-samrong-1603,1603,13,15.064,100.68
1610,ลำสนธิ,Lam Sonthi,lam-sonthi-1610,1610,6,15.341,101.362
1601,เมืองลพบุรี,Mueang Lop Buri,mueang-lop-buri-1601,1601,24,14.802,100.611
1611,หนองม่วง,Nong Muang,nong-muang-1611,1611,6,15.23,100.664
1602,พัฒนานิคม,Phatthana Nikhom,phatthana-nikhom-1602,1602,9,14.795,100.985
1608,สระโบสถ์,Sa Bot,sa-bot-1608,1608,5,15.169,100.793
1607,ท่าหลวง,Tha Luang,tha-luang-1607,1607,6,15.023,101.184
1605,ท่าวุ้ง,Tha Wung,tha-wung-1605,1605,10,14.881,100.482
