id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
2706,อรัญประเทศ,Aranprathet,aranprathet,2706,13,133,13.680,102.517
2707,เขาฉกรรจ์,Khao Chakan,khao-chakan,2707,4,71,13.663,102.098
2702,คลองหาด,Khlong Hat,khlong-hat,2702,7,71,13.519,102.228
2708,โคกสูง,Khok Sung,khok-sung,2708,4,41,13.831,102.719
2701,เมืองสระแก้ว,Sa Kaeo,sa-kaeo,2701,8,143,13.803,102.077
2703,ตาพระยา,Ta Phraya,ta-phraya,2703,5,64,14.047,102.813
2704,วังน้ำเย็น,Wang Nam Yen,wang-nam-yen,2704,4,84,13.606,102.104
2709,วังสมบูรณ์,Wang Sombun,wang-sombun,2709,3,48,13.344,102.207
2705,วัฒนานคร,Watthana Nakhon,watthana-nakhon,2705,11,115,13.799,102.372
