id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
700108,อ่างทอง,Ang Thong,ang-thong,700108,11,70000,13.465,99.787
700122,บ้านไร่,Ban Rai,ban-rai,700122,6,70000,13.511,99.845
700118,บางป่า,Bang Pa,bang-pa,700118,12,70000,13.553,99.886
700102,เจดีย์หัก,Chedi Hak,chedi-hak,700102,13,70000,13.539,99.781
700113,ดอนแร่,Don Rae,don-rae,700113,10,70000,13.471,99.758
700103,ดอนตะโก,Don Tako,don-tako,700103,9,70000,13.509,99.792
700114,หินกอง,Hin Kong,hin-kong,700114,11,70000,13.565,99.705
700105,ห้วยไผ่,Huai Phai,huai-phai,700105,9,70000,13.510,99.745
700115,เขาแร้ง,Khao Raeng,khao-raeng,700115,7,70000,13.622,99.773
700109,โคกหม้อ,Khok Mo,khok-mo,700109,5,70000,13.571,99.834
700120,คูบัว,Khu Bua,khu-bua,700120,15,70000,13.480,99.822
700107,คุ้งกระถิน,Khung Krathin,khung-krathin,700107,9,70000,13.504,99.876
700106,คุ้งน้ำวน,Khung Nam Won,khung-nam-won,700106,7,70000,13.508,99.898
700116,เกาะพลับพลา,Ko Phlapphla,ko-phlapphla,700116,15,70000,13.585,99.750
700117,หลุมดิน,Lum Din,lum-din,700117,6,70000,13.571,99.808
700101,หน้าเมือง,Na Mueang,na-mueang,700101,35,70000,13.535,99.820
700112,น้ำพุ,Nam Phu,nam-phu,700112,6,70000,13.547,99.631
700104,หนองกลางนา,Nong Klang Na,nong-klang-na,700104,7,70000,13.593,99.796
700111,พิกุลทอง,Phikun Thong,phikun-thong,700111,6,70000,13.575,99.866
700119,พงสวาย,Phong Sawai,phong-sawai,700119,9,70000,13.545,99.848
700110,สามเรือน,Sam Ruean,sam-ruean,700110,7,70000,13.603,99.860
700121,ท่าราบ,Tha Rap,tha-rap,700121,7,70000,13.602,99.819
