id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
941012,เขาตูม,Khao Tum,khao-tum,941012,7,94160,6.603,101.314
941009,คลองใหม่,Khlong Mai,khlong-mai,941009,6,94160,6.735,101.262
941011,กอลำ,Kolam,kolam,941011,5,94160,6.673,101.329
941008,กระโด,Krado,krado,941008,5,94160,6.717,101.299
941010,เมาะมาวี,Mo Mawi,mo-mawi,941010,6,94160,6.670,101.303
941006,ปิตูมุดี,Pitu Mudi,pitu-mudi,941006,5,94160,6.743,101.284
941003,ประจัน,Prachan,prachan,941003,9,94160,6.797,101.289
941005,ระแว้ง,Rawaeng,rawaeng,941005,6,94160,6.755,101.324
941002,สะดาวา,Sadawa,sadawa,941002,8,94160,6.821,101.311
941004,สะนอ,Sano,sano,941004,4,94160,6.789,101.323
941007,วัด,Wat,wat,941007,5,94160,6.735,101.308
941001,ยะรัง,Yarang,yarang,941001,6,94160,6.769,101.299
