id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
321008,บ้านจารย์,Ban Chan,ban-chan,321008,13,32150,14.561,103.749
321015,บ้านชบ,Ban Chop,ban-chop,321015,12,32150,14.618,103.849
321006,ดม,Dom,dom,321006,12,32150,14.575,103.856
321002,ขอนแตก,Khon Taek,khon-taek,321002,17,32150,14.717,103.932
321009,กระเทียม,Krathiam,krathiam,321009,21,32150,14.604,103.673
321007,พระแก้ว,Phra Kaeo,phra-kaeo,321007,18,32150,14.653,103.954
321010,สะกาด,Sakat,sakat,321010,16,32150,14.612,103.753
321001,สังขะ,Sangkha,sangkha,321001,17,32150,14.663,103.839
321013,ตาคง,Ta Khong,ta-khong,321013,14,32150,14.660,104.034
321011,ตาตุม,Ta Tum,ta-tum,321011,18,32150,14.449,103.779
321012,ทับทัน,Thap Than,thap-than,321012,16,32150,14.676,103.786
321017,เทพรักษา,Thep Raksa,thep-raksa,321017,13,32150,14.481,103.868
