id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
1416,บ้านแพรก,Ban Phraek,ban-phraek,1416,5,27,14.640,100.585
1405,บางบาล,Bang Ban,bang-ban,1405,16,111,14.410,100.464
1406,บางปะอิน,Bang Pa-in,bang-pa-in,1406,17,141,14.295,100.621
1407,บางปะหัน,Bang Pahan,bang-pahan,1407,17,94,14.414,100.564
1404,บางไทร,Bang Sai,bang-sai,1404,22,132,14.315,100.462
1413,บางซ้าย,Bang Sai,bang-sai,1413,6,53,14.313,100.326
1410,ลาดบัวหลวง,Lat Bua Luang,lat-bua-luang,1410,7,58,14.134,100.368
1415,มหาราช,Maha Rat,maha-rat,1415,12,58,14.566,100.542
1403,นครหลวง,Nakhon Luang,nakhon-luang,1403,12,74,14.489,100.675
1409,ภาชี,Phachi,phachi,1409,8,72,14.442,100.725
1408,ผักไห่,Phak Hai,phak-hai,1408,16,128,14.435,100.384
1401,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,phra-nakhon-si-ayutthaya,1401,21,201,14.341,100.581
1412,เสนา,Sena,sena,1412,17,138,14.328,100.404
1402,ท่าเรือ,Tha Ruea,tha-ruea,1402,10,91,14.566,100.719
1414,อุทัย,Uthai,uthai,1414,11,107,14.355,100.622
1411,วังน้อย,Wang Noi,wang-noi,1411,10,68,14.249,100.800
