id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
4617,ดอนจาน,Don Chan,don-chan,4617,5,48,16.475,103.639
4608,ห้วยเม็ก,Huai Mek,huai-mek,4608,9,84,16.538,103.314
4614,ห้วยผึ้ง,Huai Phueng,huai-phueng,4614,4,52,16.597,103.873
4601,เมืองกาฬสินธุ์,Kalasin,kalasin,4601,17,223,16.437,103.522
4603,กมลาไสย,Kamalasai,kamalasai,4603,8,111,16.289,103.511
4610,คำม่วง,Kham Muang,kham-muang,4610,6,71,16.803,103.655
4606,เขาวง,Khao Wong,khao-wong,4606,6,71,16.719,104.055
4618,ฆ้องชัย,Khong Chai,khong-chai,4618,5,48,16.321,103.493
4605,กุฉินารายณ์,Kuchinarai,kuchinarai,4605,12,157,16.506,104.001
4616,นาคู,Na Khu,na-khu,4616,5,55,16.761,104.063
4602,นามน,Na Mon,na-mon,4602,5,67,16.548,103.820
4612,หนองกุงศรี,Nong Kung Si,nong-kung-si,4612,9,113,16.678,103.307
4604,ร่องคำ,Rong Kham,rong-kham,4604,3,40,16.266,103.737
4609,สหัสขันธ์,Sahatsakhan,sahatsakhan,4609,7,76,16.706,103.491
4615,สามชัย,Sam Chai,sam-chai,4615,4,47,16.814,103.546
4613,สมเด็จ,Somdet,somdet,4613,8,94,16.759,103.679
4611,ท่าคันโท,Tha Khantho,tha-khantho,4611,6,60,16.869,103.237
4607,ยางตลาด,Yang Talat,yang-talat,4607,15,208,16.543,103.351
