id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
640604,บ้านนา,Ban Na,ban-na,640604,6,64120,17.171,99.835
640609,บ้านไร่,Ban Rai,ban-rai,640609,11,64120,17.164,99.764
640611,บ้านซ่าน,Ban San,ban-san,640611,10,64120,17.203,99.770
640601,คลองตาล,Khlong Tan,khlong-tan,640601,8,64120,17.158,99.858
640607,เกาะตาเลี้ยง,Ko Ta Liang,ko-ta-liang,640607,14,64120,17.111,99.908
640606,นาขุนไกร,Na Khun Krai,na-khun-krai,640606,12,64120,17.196,99.582
640613,ราวต้นจันทร์,Rao Ton Chan,rao-ton-chan,640613,7,64120,17.174,99.723
640603,สามเรือน,Sam Ruean,sam-ruean,640603,11,64120,17.183,99.872
640610,ทับผึ้ง,Thap Phueng,thap-phueng,640610,9,64120,17.084,99.830
640602,วังลึก,Wang Luek,wang-luek,640602,7,64120,17.147,99.883
640605,วังทอง,Wang Thong,wang-thong,640605,8,64120,17.139,99.811
640612,วังใหญ่,Wang Yai,wang-yai,640612,8,64120,17.118,99.765
640608,วัดเกาะ,Wat Ko,wat-ko,640608,7,64120,17.188,99.827
