id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
600703,จันเสน,Chan Sen,chan-sen,600703,12,60260,15.103,100.439
600702,ช่องแค,Chong Khae,chong-khae,600702,12,60210,15.197,100.422
600705,หัวหวาย,Hua Wai,hua-wai,600705,14,60140,15.384,100.383
600704,ห้วยหอม,Huai Hom,huai-hom,600704,11,60210,15.225,100.483
600709,ลาดทิพรส,Lat Thippharot,lat-thippharot,600709,13,60260,15.235,100.549
600707,หนองหม้อ,Nong Mo,nong-mo,600707,7,60140,15.194,100.325
600706,หนองโพ,Nong Pho,nong-pho,600706,15,60140,15.403,100.278
600710,พรหมนิมิต,Phrom Nimit,phrom-nimit,600710,9,60210,15.175,100.393
600708,สร้อยทอง,Soi Thong,soi-thong,600708,10,60210,15.120,100.387
600701,ตาคลี,Takhli,takhli,600701,44,60140,15.271,100.339
